34,0539741516113
33,6110725402832
33,2670402526856
33,2670402526856
33,2670402526856
33,2670402526856
33,2670402526856
33,1235084533691
33,1235084533691
33,1235084533691
33,1235084533691
33,1235084533691
33,0833244323731
33,0833244323731
33,0833244323731
33,0833244323731
33,0833244323731
33,0833244323731
32,7296943664551
32,7296943664551
32,7296943664551
32,7296943664551
32,4841270446777
32,4841270446777
32,4841270446777
32,4841270446777
32,4841270446777
32,4841270446777
32,3816719055176
32,3816719055176
32,3816719055176
32,3816719055176
32,3816719055176
32,2888526916504
32,2888526916504
32,2888526916504
32,2888526916504
32,2888526916504
31,4164047241211
31,4164047241211
31,4164047241211
31,4164047241211
31,4164047241211
31,0876579284668
31,0876579284668
31,0876579284668
31,0876579284668
31,0876579284668
31,0876579284668
30,6544589996338
30,6544589996338
30,6544589996338
30,6544589996338
30,6544589996338
29,8989410400391
29,8989410400391
29,8989410400391
29,8989410400391
29,8989410400391
29,2452507019043
29,2452507019043
29,2452507019043
29,2452507019043
29,2452507019043
28,9171352386475
28,9171352386475
28,9171352386475
28,9171352386475
28,9171352386475
28,7935009002686
28,7935009002686
28,7935009002686
28,7935009002686
28,7935009002686
28,4375896453857
28,4375896453857
28,4375896453857
28,4375896453857
28,4375896453857
28,4375896453857
27,7111949920654
27,7111949920654
27,7111949920654
27,7111949920654
27,7111949920654
27,4374790191650
27,4374790191650
27,4374790191650
27,4374790191650
27,4374790191650
26,9165534973145
26,9165534973145
26,9165534973145
26,9165534973145
26,9165534973145
26,6872520446777
26,6872520446777
26,6872520446777
26,6872520446777
26,6872520446777
26,2915287017822
26,2915287017822
26,2915287017822
26,2915287017822
26,2915287017822
25,5501289367676
25,5501289367676
25,5501289367676
25,5501289367676
25,5501289367676
25,5501289367676
25,2707653045654
25,2707653045654
25,2707653045654
25,2707653045654
25,2707653045654
24,3520240783691
24,3520240783691
24,3520240783691
24,3520240783691
24,3520240783691
23,8711299896240
23,8711299896240
23,8711299896240
23,8711299896240
23,8711299896240
23,3297595977783
23,3297595977783
23,3297595977783
23,3297595977783
23,3297595977783
23,0816993713379
23,0816993713379
23,0816993713379
23,0816993713379
23,0816993713379
23,0816993713379
22,9882259368897
22,9882259368897
22,9882259368897
22,9882259368897
22,9882259368897
22,7983455657959
22,7983455657959
22,7983455657959
22,7983455657959
22,7983455657959
22,4306507110596
22,4306507110596
22,4306507110596
22,4306507110596
22,4306507110596
21,8143577575684
21,8143577575684
21,8143577575684
21,8143577575684
21,8143577575684
21,6090717315674
21,6090717315674
21,6090717315674
21,6090717315674
21,6090717315674
21,6090717315674
21,5317211151123
21,5317211151123
21,5317211151123
21,5317211151123
21,5317211151123
21,5025730133057
21,5025730133057
21,5025730133057
21,5025730133057
21,5025730133057
21,4915904998779
21,4915904998779
21,4915904998779
21,4915904998779
21,4915904998779
20,5612258911133
20,5612258911133
20,5612258911133
20,5612258911133
20,5612258911133
20,2352752685547
20,2352752685547
20,2352752685547
20,2352752685547
20,2352752685547
20,8789920806885
20,8789920806885
20,8789920806885
20,8789920806885
20,8789920806885
20,8789920806885
21,8356971740723
21,8356971740723
21,8356971740723
21,8356971740723
21,8356971740723
24,0314826965332
24,0314826965332
24,0314826965332
24,0314826965332
24,0314826965332
27,2657451629639
27,2657451629639
27,2657451629639
27,2657451629639
27,2657451629639
28,1712398529053
28,1712398529053
28,1712398529053
28,1712398529053
28,1712398529053
28,6671028137207
28,6671028137207
28,6671028137207
28,6671028137207
28,6671028137207
29,1500854492188
29,1500854492188
29,1500854492188
29,1500854492188
29,1500854492188
29,1500854492188
29,5244941711426
29,5244941711426
29,5244941711426
29,5244941711426
29,5244941711426
32,1779785156250
32,1779785156250
32,1779785156250
32,1779785156250
32,1779785156250
33,5405578613281
33,5405578613281
33,5405578613281
33,5405578613281
33,5405578613281
34,1420745849609
34,1420745849609
34,1420745849609
34,1420745849609
34,1420745849609
34,8327140808106
34,8327140808106
