0
80.4583007812500
152.870771484375
222.583791992187
285,325510449219
341,793057060547
392,613849010742
438,352561765918
474,975606370576
507,936346514769
537,601012644542
564,299212161338
588,327591726454
609,953133335058
629,416120782803
646,932809485772
662,697829318445
676,886347167851
689,656013232316
701,148712690334
711,492142202551
720,801228763546
730,314758230941
738,876934751597
746,582893620187
753,518256601918
759,760083285477
765,377727300679
769,298255351861
772,826730597925
776,002358319382
778,860423268694
781,432681723075
783,747714332017
789,237591336316
794,178480640184
798,625281013666
802,627401349799
806,229309652319
806,064679468337
805,916512302754
805,783161853728
805,663146449605
805,555132585895
806,593271671055
807,527596847700
808,368489506680
809,125292899762
809,806415953536
809,284075139432
808,813968406739
808,390872347315
808,010085893833
807,667378085700
807,358941058380
811,623144608792
815,460927804163
818,914932679997
822,023537068247
824,821281017672
827,339250572155
829,605423171190
831,644978510321
833,480578315539
835,132618140235
837,754805544961
840,114774209215
842,238746007044
844,150320625089
845,870737781330
842,877316346947
840,183237056003
837,758565694153
835,576361468487
833,612377665389
835,251237555100
836,726211455840
838,053687966506
839,248416826105
840,323672799745
841,291403176020
842,162360514668
842,946222119451
843,651697563756
844,286625463631
844,858060573518
845,372352172416
845,835214611424
846,251790806532
846,626709382129
846,964136100166
846,132370927649
845,383782272385
844,710052482646
844,103695671881
843,557974542193
843,066825525474
842,624791410427
842,226960706884
841,868913073696
841,546670203826
841,256651620943
840,995634896349
840,760719844214
840,549296297293
840,359015105064
837,916765938307
835,718741688226
833,740519863154
831,960120220589
830,357760542280
831,186632925552
831,932618070497
832,604004700947
833,208252668352
833,752075839017
834,241516692615
834,682013460854
835,078460552269
835,435262934542
835,756385078588
836,045395008229
837,440953163656
838,696955503540
839,827357609436
840,844719504743
841,760345210518
842,584408345717
843,326065167395
843,993556306905
844,594298332465
845,134966155468
846,756918758671
848,216676101554
849,530457710149
850,712861157884
851,777024260846
850,463970272261
849,282221682535
848,218647951781
847,261431594103
846,399936872193
845,624591622474
844,926780897726
844,298751245454
843,733524558408
843,224820540067
842,766986923561
842,354936668705
841,984091439334
841,650330732901
841,349946097111
841,079599924900
841,971737588660
842,774661486044
843,497292993689
844,147661350570
844,732992871763
840,717994365837
837,104495710503
833,852346920703
830,925413009883
828,291172490144
830,462152897380
832,416035263892
834,174529393753
835,757174110628
837,181554355815
863,442500482733
887,077351996960
908,348718359764
927,492948086287
944,722754840159
1036,30262779364
1118,72451345178
1192,90421054410
1259,66593792719
1319,75149257197
1373,82849175227
1558,74769335830
1725,17497480372
1874,95952810460
2009,76562607539
2131,09111424910
2345,87790126169
2539,18600957302
2713,16330705322
2869,74287478540
3010,66448574436
3139,76473638867
3255,95496196855
3360,52616499045
3454,64024771015
3539,34292215789
3616,71077837960
3686,34184897914
3749,00981251873
3805,41097970435
3856,17203017142
3901,85697559178
3938,43172725135
3971,34900374496
4000,97455258922
4027,63754654905
4051,63424111289
4077,77296543910
4101,29781733269
4122,47018403692
4141,52531407073
4158,67493110116
4174,10958642854
4188,00077622319
4200,50284703837
4211,75471077203
4221,88138813233
4232,13074931910
4241,35517438719
4249,65715694847
4257,12894125362
4263,85354712826
4264,22864163418
4264,56622668951
4264,87005323931
4265,14349713413
4265,38959663947
4270,15278541302
4274,43965530922
4278,29783821580
4281,77020283172
4284,89533098605
4287,70794632494
4289,10385091120
4290,36016503883
4291,49084775370
4292,50846219708
4293,42431519612
4295,38403211401
4297,14777734011
4298,73514804360
4300,16378167674
4301,44955194656
4302,60674518941
4303,64821910797
4304,58554563467
4305,42913950870
4306,18837399533
4306,87168503330
4307,48666496747
4308,04014690822
4308,53828065490
4308,98660102691
4308,25464014297
4307,59587534742
4307,00298703143
4306,46938754704
4305,98914801108
4303,28613164748
4300,85341692023
4298,66397366571
4296,69347473664
4294,92002570047
4293,32392156793
4295,29367784863
4297,06645850127
4298,66196108864
4300,09791341728
4301,39027051305
4304,82419268050
4307,91472263120
4310,69619958683
4313,19952884689
4315,45252518095
4315,20942110036
4314,99062742782
4314,79371312254
4314,61649024779
4314,45698966051
4314,31343913196
4314,18424365626
4314,06796772814
4313,96331939282
4313,86913589104
4316,05517152069
4318,02260358737
4319,79329244738
4321,38691242139
4322,82117039800
4320,70575257695
4318,80187653801
4317,08838810296
4315,54624851141
4314,15832287902
4312,90918980987
4311,78497004763
4310,77317226162
4309,86255425421
4309,04299804754
4308,30539746153
4309,91235771538
4311,35862194384
4312,66025974946
4313,83173377451
4314,88606039706
4313,56415357610
4312,37443743724
4311,30369291227
4310,34002283979
